League,Team,Season,Player
france,Toulouse,2012,abdoulaye keita
france,Toulouse,2012,adrien regattin
france,Toulouse,2012,ali ahamada
france,Toulouse,2012,antoine devaux
france,Toulouse,2012,aymen abdennour
france,Toulouse,2012,daniel braaten
france,Toulouse,2012,etienne capoue
france,Toulouse,2012,etienne didot
france,Toulouse,2012,franck tabanou
france,Toulouse,2012,mohamed fofana
france,Toulouse,2012,moussa sissoko
france,Toulouse,2012,pavle ninkov
france,Toulouse,2012,serge aurier
france,Toulouse,2012,umut bulut
france,Toulouse,2012,wissam ben yedder
italy,Udinese,2012,almen abdi
italy,Udinese,2012,andrea coda
italy,Udinese,2012,antonio floro flores
italy,Udinese,2012,danilo
italy,Udinese,2012,diego fabbrini
italy,Udinese,2012,emmanuel badu
italy,Udinese,2012,gabriel torje
italy,Udinese,2012,gelson fernandes
italy,Udinese,2012,giampiero pinzi
italy,Udinese,2012,joel ekstrand
italy,Udinese,2012,kwadwo asamoah
italy,Udinese,2012,luis pedro cavanda
italy,Udinese,2012,mauricio isla
italy,Udinese,2012,roberto pereyra
spain,Valencia,2012,adil rami
spain,Valencia,2012,diego alves
spain,Valencia,2012,hedwiges maduro
spain,Valencia,2012,jonas
spain,Valencia,2012,jordi alba
spain,Valencia,2012,mehmet topal
spain,Valencia,2012,pablo piatti
spain,Valencia,2012,ricardo costa
spain,Valencia,2012,sofiane feghouli
france,Valenciennes,2012,david ducourtioux
france,Valenciennes,2012,foued kadir
france,Valenciennes,2012,gil
france,Valenciennes,2012,mamadou samassa
france,Valenciennes,2012,mathieu dossevi
france,Valenciennes,2012,nicolas penneteau
france,Valenciennes,2012,renaud cohade
france,Valenciennes,2012,vincent aboubakar
germany,VfB Stuttgart,2012,arthur boka
germany,VfB Stuttgart,2012,christian gentner
germany,VfB Stuttgart,2012,christoph hemlein
germany,VfB Stuttgart,2012,cristian molinaro
germany,VfB Stuttgart,2012,georg niedermeier
germany,VfB Stuttgart,2012,julian schieber
germany,VfB Stuttgart,2012,martin harnik
germany,VfB Stuttgart,2012,maximilian arnold
germany,VfB Stuttgart,2012,serdar tasci
germany,VfB Stuttgart,2012,shinji okazaki
germany,VfB Stuttgart,2012,stefano celozzi
germany,VfB Stuttgart,2012,sven ulreich
germany,VfB Stuttgart,2012,william kvist
germany,VfL Wolfsburg,2012,alexander madlung
germany,VfL Wolfsburg,2012,aliaksandr hleb
germany,VfL Wolfsburg,2012,ashkan dejagah
germany,VfL Wolfsburg,2012,bjarne thoelke
germany,VfL Wolfsburg,2012,diego benaglio
germany,VfL Wolfsburg,2012,giovanni sio
germany,VfL Wolfsburg,2012,joshua king
germany,VfL Wolfsburg,2012,makoto hasebe
germany,VfL Wolfsburg,2012,marco russ
germany,VfL Wolfsburg,2012,marwin hitz
germany,VfL Wolfsburg,2012,maximilian arnold
germany,VfL Wolfsburg,2012,robin knoche
germany,VfL Wolfsburg,2012,sebastian polter
germany,VfL Wolfsburg,2012,vieirinha
spain,Villarreal,2012,borja valero
spain,Villarreal,2012,cani
spain,Villarreal,2012,cristian zapata
spain,Villarreal,2012,giuseppe rossi
spain,Villarreal,2012,gonzalo castellani
spain,Villarreal,2012,jaume costa
spain,Villarreal,2012,joan oriol
spain,Villarreal,2012,joselu
spain,Villarreal,2012,marco ruben
spain,Villarreal,2012,mario gaspar
spain,Villarreal,2012,mateo musacchio
germany,Werder Bremen,2012,aaron hunt
germany,Werder Bremen,2012,aleksandar ignjovski
germany,Werder Bremen,2012,claudio pizarro
germany,Werder Bremen,2012,clemens fritz
germany,Werder Bremen,2012,felix kroos
germany,Werder Bremen,2012,florian hartherz
germany,Werder Bremen,2012,lennart thy
germany,Werder Bremen,2012,lukas schmitz
germany,Werder Bremen,2012,marko marin
germany,Werder Bremen,2012,markus rosenberg
germany,Werder Bremen,2012,mehmet ekici
germany,Werder Bremen,2012,naldo
germany,Werder Bremen,2012,per mertesacker
germany,Werder Bremen,2012,philipp bargfrede
germany,Werder Bremen,2012,sebastian boenisch
germany,Werder Bremen,2012,sebastian mielitz
germany,Werder Bremen,2012,sokratis
germany,Werder Bremen,2012,tom trybull
germany,Werder Bremen,2012,wesley
france,AC Ajaccio,2013,andy delort
france,AC Ajaccio,2013,anthony lippini
france,AC Ajaccio,2013,carl medjani
france,AC Ajaccio,2013,david oberhauser
france,AC Ajaccio,2013,felipe saad
france,AC Ajaccio,2013,guillermo ochoa
france,AC Ajaccio,2013,johan cavalli
france,AC Ajaccio,2013,mehdi mostefa
france,AC Ajaccio,2013,paul lasne
france,AC Ajaccio,2013,ricardo faty
france,AC Ajaccio,2013,ronald zubar
france,AC Ajaccio,2013,samuel bouhours
france,AC Ajaccio,2013,sigamary diarra
italy,AC Milan,2013,antonio nocerino
italy,AC Milan,2013,bojan
italy,AC Milan,2013,cristian zapata
italy,AC Milan,2013,daniele bonera
italy,AC Milan,2013,giampaolo pazzini
italy,AC Milan,2013,ignazio abate
italy,AC Milan,2013,marco amelia
italy,AC Milan,2013,mario balotelli
italy,AC Milan,2013,mathieu flamini
italy,AC Milan,2013,mattia de sciglio
italy,AC Milan,2013,nigel de jong
italy,AC Milan,2013,riccardo montolivo
italy,AC Milan,2013,roberto vitiello
italy,AC Milan,2013,stephan el shaarawy
italy,AC Milan,2013,urby emanuelson
france,AS Nancy Lorraine,2013,benjamin moukandjo
france,AS Nancy Lorraine,2013,djamel bakar
france,AS Nancy Lorraine,2013,jeff louis
france,AS Nancy Lorraine,2013,julian jeanvier
france,AS Nancy Lorraine,2013,junior joachim
france,AS Nancy Lorraine,2013,romain grange
france,AS Nancy Lorraine,2013,thomas ayasse
france,AS Nancy Lorraine,2013,thomas mangani
france,AS Nancy Lorraine,2013,vincent muratori
italy,AS Roma,2013,alessandro florenzi
italy,AS Roma,2013,alessio romagnoli
italy,AS Roma,2013,daniele de rossi
italy,AS Roma,2013,danilo soddimo
italy,AS Roma,2013,erik lamela
italy,AS Roma,2013,francesco totti
italy,AS Roma,2013,maarten stekelenburg
italy,AS Roma,2013,marquinhos
italy,AS Roma,2013,mattia destro
italy,AS Roma,2013,mauro goicoechea
italy,AS Roma,2013,michael bradley
italy,AS Roma,2013,panagiotis tachtsidis
italy,Atalanta,2013,andrea consigli
italy,Atalanta,2013,carlos carmona
italy,Atalanta,2013,carlos matheu
italy,Atalanta,2013,cristian raimondi
italy,Atalanta,2013,daniele capelli
italy,Atalanta,2013,davide biondini
italy,Atalanta,2013,davide brivio
italy,Atalanta,2013,giacomo bonaventura
italy,Atalanta,2013,giuseppe de luca
italy,Atalanta,2013,guglielmo stendardo
italy,Atalanta,2013,guido marilungo
italy,Atalanta,2013,ivan radovanovic
italy,Atalanta,2013,james troisi
italy,Atalanta,2013,luca cigarini
spain,Athletic Bilbao,2013,aymeric laporte
spain,Athletic Bilbao,2013,fabricio
spain,Athletic Bilbao,2013,fernando amorebieta
spain,Atletico Madrid,2013,arda turan
spain,Atletico Madrid,2013,diego costa
spain,Atletico Madrid,2013,falcao
spain,Atletico Madrid,2013,gabi
spain,Atletico Madrid,2013,insua
spain,Atletico Madrid,2013,kader
spain,Atletico Madrid,2013,koke
spain,Atletico Madrid,2013,manquillo
spain,Atletico Madrid,2013,miranda
spain,Atletico Madrid,2013,thibaut courtois
spain,Atletico Madrid,2013,tiago
spain,Barcelona,2013,adriano
spain,Barcelona,2013,alexandre song
spain,Barcelona,2013,cristian tello
spain,Barcelona,2013,dani alves
spain,Barcelona,2013,david villa
spain,Barcelona,2013,javier mascherano
spain,Barcelona,2013,jonathan dos santos
spain,Barcelona,2013,jordi alba
spain,Barcelona,2013,lionel messi
spain,Barcelona,2013,pedro
spain,Barcelona,2013,sergio busquets
france,Bastia,2013,abdoulaye keita
france,Bastia,2013,anthony modeste
france,Bastia,2013,claudio beauvue
france,Bastia,2013,florian thauvin
france,Bastia,2013,gilles cioni
france,Bastia,2013,jacques faty
france,Bastia,2013,julian palmieri
france,Bastia,2013,landry bonnefoi
france,Bastia,2013,matthieu sans
france,Bastia,2013,toifilou maoulida
france,Bastia,2013,wahbi khazri
france,Bastia,2013,yannick cahuzac
germany,Bayer Leverkusen,2013,arkadiusz milik
germany,Bayer Leverkusen,2013,bernd leno
germany,Bayer Leverkusen,2013,daniel schwaab
germany,Bayer Leverkusen,2013,dominik kohr
germany,Bayer Leverkusen,2013,gonzalo castro
germany,Bayer Leverkusen,2013,hajime hosogai
germany,Bayer Leverkusen,2013,jens hegeler
germany,Bayer Leverkusen,2013,johannes wurtz
germany,Bayer Leverkusen,2013,karim bellarabi
germany,Bayer Leverkusen,2013,lars bender
germany,Bayer Leverkusen,2013,michael rensing
germany,Bayer Leverkusen,2013,philipp wollscheid
germany,Bayer Leverkusen,2013,renato augusto
germany,Bayer Leverkusen,2013,sebastian boenisch
germany,Bayer Leverkusen,2013,sidney sam
germany,Bayern Munich,2013,arjen robben
germany,Bayern Munich,2013,bastian schweinsteiger
germany,Bayern Munich,2013,claudio pizarro
germany,Bayern Munich,2013,dante
germany,Bayern Munich,2013,david alaba
germany,Bayern Munich,2013,diego contento
germany,Bayern Munich,2013,emre can
germany,Bayern Munich,2013,holger badstuber
germany,Bayern Munich,2013,javi martinez
germany,Bayern Munich,2013,luiz gustavo
germany,Bayern Munich,2013,manuel neuer
germany,Bayern Munich,2013,philipp lahm
germany,Bayern Munich,2013,rafinha
germany,Bayern Munich,2013,tom starke
germany,Bayern Munich,2013,toni kroos
germany,Bayern Munich,2013,xherdan shaqiri
italy,Bologna,2013,alberto gilardino
italy,Bologna,2013,alessandro diamanti
italy,Bologna,2013,archimede morleo
italy,Bologna,2013,cristian pasquato
italy,Bologna,2013,dejan stojanovic
italy,Bologna,2013,federico agliardi
italy,Bologna,2013,juan pablo carrizo
italy,Bologna,2013,manolo gabbiadini
italy,Bologna,2013,marco motta
italy,Bologna,2013,mathias abero
italy,Bologna,2013,mikael antonsson
italy,Bologna,2013,naldo
italy,Bologna,2013,nico pulzetti
italy,Bologna,2013,panagiotis kone
italy,Bologna,2013,rene krhin
italy,Bologna,2013,robert acquafresca
france,Bordeaux,2013,fahid ben khalfallah
france,Bordeaux,2013,florian marange
france,Bordeaux,2013,hadi sacko
france,Bordeaux,2013,henri saivet
france,Bordeaux,2013,ludovic obraniak
france,Bordeaux,2013,mariano
france,Bordeaux,2013,yoan gouffran
germany,Borussia Dortmund,2013,christofer heimeroth
germany,Borussia Dortmund,2013,jacopo sala
germany,Borussia Dortmund,2013,jonas hofmann
germany,Borussia Dortmund,2013,julian schieber
germany,Borussia Dortmund,2013,leonardo bittencourt
germany,Borussia Dortmund,2013,marcel schmelzer
germany,Borussia Dortmund,2013,marco reus
germany,Borussia Dortmund,2013,mats hummels
germany,Borussia Dortmund,2013,mitchell langerak
germany,Borussia Dortmund,2013,moritz leitner
germany,Borussia Dortmund,2013,robert lewandowski
germany,Borussia Dortmund,2013,roman weidenfeller
germany,Borussia Dortmund,2013,sven bender
germany,Borussia Monchengladbach,2013,alexander ring
germany,Borussia Monchengladbach,2013,amin younes
germany,Borussia Monchengladbach,2013,branimir hrgota
germany,Borussia Monchengladbach,2013,christofer heimeroth
germany,Borussia Monchengladbach,2013,filip daems
germany,Borussia Monchengladbach,2013,granit xhaka
germany,Borussia Monchengladbach,2013,lukas rupp
germany,Borussia Monchengladbach,2013,luuk de jong
germany,Borussia Monchengladbach,2013,oscar wendt
germany,Borussia Monchengladbach,2013,patrick herrmann
germany,Borussia Monchengladbach,2013,tony jantschke
france,Brest,2013,adama ba
france,Brest,2013,ahmed kantari
france,Brest,2013,bruno grougi
france,Brest,2013,charlison benschop
france,Brest,2013,florian lejeune
france,Brest,2013,idriss saadi
france,Brest,2013,joan hartock
france,Brest,2013,johan martial
france,Brest,2013,magaye gueye
france,Brest,2013,ousmane coulibaly
france,Brest,2013,paul baysse
france,Brest,2013,richard soumah
italy,Cagliari,2013,albin ekdal
italy,Cagliari,2013,daniele dessena
italy,Cagliari,2013,danilo avelar
italy,Cagliari,2013,dario del fabro
italy,Cagliari,2013,davide astori
italy,Cagliari,2013,federico casarini
italy,Cagliari,2013,gabriele perico
italy,Cagliari,2013,lorenzo ariaudo
italy,Cagliari,2013,luca rossettini
italy,Cagliari,2013,marco sau
italy,Cagliari,2013,mauricio pinilla
italy,Cagliari,2013,michael agazzi
italy,Cagliari,2013,nicola murru
italy,Cagliari,2013,radja nainggolan
italy,Cagliari,2013,sebastian eriksson
italy,Catania,2013,bruno petkovic
italy,Catania,2013,giuseppe bellusci
italy,Catania,2013,gonzalo bergessio
italy,Catania,2013,joel obi
italy,Catania,2013,keko
italy,Catania,2013,lucas castro
italy,Catania,2013,mariano izco
italy,Catania,2013,pablo barrientos
italy,Catania,2013,souleymane doukara
italy,Catania,2013,takayuki morimoto
spain,Celta Vigo,2013,gustavo cabral
spain,Celta Vigo,2013,hugo mallo
spain,Celta Vigo,2013,iago aspas
spain,Celta Vigo,2013,javi varas
spain,Celta Vigo,2013,jonathan vila
spain,Celta Vigo,2013,jonny
spain,Celta Vigo,2013,natxo insa
spain,Celta Vigo,2013,santi mina
italy,Chievo Verona,2013,adrian stoian
italy,Chievo Verona,2013,alberto paloschi
italy,Chievo Verona,2013,christian puggioni
italy,Chievo Verona,2013,daniele capelli
italy,Chievo Verona,2013,dario dainelli
italy,Chievo Verona,2013,gennaro sardo
italy,Chievo Verona,2013,isaac cofie
italy,Chievo Verona,2013,luca rigoni
italy,Chievo Verona,2013,luciano
italy,Chievo Verona,2013,mamadou samassa
italy,Chievo Verona,2013,marco andreolli
italy,Chievo Verona,2013,nicolas frey
italy,Chievo Verona,2013,paul papp
italy,Chievo Verona,2013,perparim hetemaj
italy,Chievo Verona,2013,sergio pellissier
spain,Deportivo La Coruna,2013,abel aguilar
spain,Deportivo La Coruna,2013,bruno gama
spain,Deportivo La Coruna,2013,insua
spain,Deportivo La Coruna,2013,laure
spain,Deportivo La Coruna,2013,pizzi
spain,Deportivo La Coruna,2013,roderick
spain,Deportivo La Coruna,2013,tiago pinto
germany,Eintracht Frankfurt,2013,alexander meier
germany,Eintracht Frankfurt,2013,bastian oczipka
germany,Eintracht Frankfurt,2013,carlos zambrano
germany,Eintracht Frankfurt,2013,constant djakpa
germany,Eintracht Frankfurt,2013,erwin hoffer
germany,Eintracht Frankfurt,2013,karim matmour
germany,Eintracht Frankfurt,2013,kevin trapp
germany,Eintracht Frankfurt,2013,marc stendera
germany,Eintracht Frankfurt,2013,marco russ
germany,Eintracht Frankfurt,2013,pirmin schwegler
germany,Eintracht Frankfurt,2013,sebastian jung
germany,Eintracht Frankfurt,2013,sebastian rode
germany,Eintracht Frankfurt,2013,sonny kittel
germany,Eintracht Frankfurt,2013,stefan aigner
germany,Eintracht Frankfurt,2013,stefano celozzi
germany,Eintracht Frankfurt,2013,takashi inui
spain,Espanyol,2013,christian stuani
spain,Espanyol,2013,cristian gamboa
spain,Espanyol,2013,diego colotto
spain,Espanyol,2013,juan forlin
spain,Espanyol,2013,kiko casilla
spain,Espanyol,2013,mubarak wakaso
spain,Espanyol,2013,rui fonte
spain,Espanyol,2013,samuele longo
spain,Espanyol,2013,sergio tejera
france,Evian Thonon Gaillard,2013,clarck nsikulu
france,Evian Thonon Gaillard,2013,daniel wass
france,Evian Thonon Gaillard,2013,jonathan mensah
france,Evian Thonon Gaillard,2013,jonathan tinhan
france,Evian Thonon Gaillard,2013,stephan andersen
germany,FC Augsburg,2013,alexander manninger
germany,FC Augsburg,2013,daniel baier
germany,FC Augsburg,2013,giovanni sio
germany,FC Augsburg,2013,kevin vogt
germany,FC Augsburg,2013,knowledge musona
germany,FC Augsburg,2013,marcel de jong
germany,FC Augsburg,2013,matthias ostrzolek
germany,FC Augsburg,2013,paul verhaegh
germany,FC Augsburg,2013,ragnar klavan
germany,FC Augsburg,2013,ronny philp
germany,FC Augsburg,2013,sebastian langkamp
germany,FC Augsburg,2013,tobias werner
italy,Fiorentina,2013,ahmed hegazy
italy,Fiorentina,2013,alberto aquilani
italy,Fiorentina,2013,borja valero
italy,Fiorentina,2013,cristian llama
italy,Fiorentina,2013,david pizarro
italy,Fiorentina,2013,emiliano viviano
italy,Fiorentina,2013,facundo roncaglia
italy,Fiorentina,2013,linus hallenius
italy,Fiorentina,2013,manuel pasqual
italy,Fiorentina,2013,marvin compper
italy,Fiorentina,2013,mounir el hamdaoui
germany,Fortuna Dusseldorf,2013,adam bodzek
germany,Fortuna Dusseldorf,2013,andreas lambertz
germany,Fortuna Dusseldorf,2013,axel bellinghausen
germany,Fortuna Dusseldorf,2013,dani schahin
germany,Fortuna Dusseldorf,2013,fabian giefer
germany,Fortuna Dusseldorf,2013,genki omae
germany,Fortuna Dusseldorf,2013,johannes van den bergh
germany,Fortuna Dusseldorf,2013,leon balogun
germany,Fortuna Dusseldorf,2013,mathis bolly
germany,Fortuna Dusseldorf,2013,oliver fink
germany,Fortuna Dusseldorf,2013,robbie kruse
germany,Fortuna Dusseldorf,2013,tobias levels
italy,Genoa,2013,alessio romagnoli
italy,Genoa,2013,andrea bertolacci
italy,Genoa,2013,andreas granqvist
italy,Genoa,2013,cesare bovo
italy,Genoa,2013,ciro immobile
italy,Genoa,2013,emiliano moretti
italy,Genoa,2013,juraj kucka
italy,Genoa,2013,linus hallenius
italy,Genoa,2013,luca antonelli
italy,Genoa,2013,lukas spendlhofer
italy,Genoa,2013,marco borriello
italy,Genoa,2013,marco rossi
spain,Getafe,2013,alexis
spain,Getafe,2013,borja
spain,Getafe,2013,david abraham
spain,Getafe,2013,diego castro
spain,Getafe,2013,hugo fraile
spain,Getafe,2013,juan rodriguez
spain,Getafe,2013,mehdi lacen
spain,Getafe,2013,miguel torres
spain,Getafe,2013,miku
spain,Getafe,2013,pablo sarabia
spain,Getafe,2013,rafa
spain,Getafe,2013,santi mina
spain,Getafe,2013,sergio escudero
spain,Getafe,2013,xavi torres
spain,Granada,2013,brayan angulo
spain,Granada,2013,gabriel torje
spain,Granada,2013,hassan yebda
spain,Granada,2013,jaime romero
spain,Granada,2013,mikel rico
spain,Granada,2013,nolito
spain,Granada,2013,yacine brahimi
germany,Hamburg SV,2013,dennis aogo
germany,Hamburg SV,2013,dennis diekmeier
germany,Hamburg SV,2013,heiko westermann
germany,Hamburg SV,2013,jacopo sala
germany,Hamburg SV,2013,jeffrey bruma
germany,Hamburg SV,2013,marcus berg
germany,Hamburg SV,2013,michael mancienne
germany,Hamburg SV,2013,milan badelj
germany,Hamburg SV,2013,rafael van der vaart
germany,Hamburg SV,2013,tolgay arslan
germany,Hannover 96,2013,artur sobiech
germany,Hannover 96,2013,christian schulz
germany,Hannover 96,2013,deniz kadah
germany,Hannover 96,2013,didier ya konan
germany,Hannover 96,2013,felipe
germany,Hannover 96,2013,hiroki sakai
germany,Hannover 96,2013,johan djourou
germany,Hannover 96,2013,karim haggui
germany,Hannover 96,2013,konstantin rausch
germany,Hannover 96,2013,lars stindl
germany,Hannover 96,2013,loris karius
germany,Hannover 96,2013,manuel schmiedebach
germany,Hannover 96,2013,mohammed abdellaoue
italy,Internazionale,2013,alfred duncan
italy,Internazionale,2013,andrea ranocchia
italy,Internazionale,2013,esteban cambiasso
italy,Internazionale,2013,joel obi
italy,Internazionale,2013,juan jesus
italy,Internazionale,2013,juan pablo carrizo
italy,Internazionale,2013,luca garritano
italy,Internazionale,2013,lukas spendlhofer
italy,Internazionale,2013,marco benassi
italy,Internazionale,2013,ricardo alvarez
italy,Internazionale,2013,rodrigo palacio
italy,Internazionale,2013,simone pasa
italy,Internazionale,2013,walter gargano
italy,Internazionale,2013,wesley sneijder
italy,Internazionale,2013,yuto nagatomo
italy,Juventus,2013,alessandro matri
italy,Juventus,2013,andrea barzagli
italy,Juventus,2013,andrea pirlo
italy,Juventus,2013,arturo vidal
italy,Juventus,2013,claudio marchisio
italy,Juventus,2013,emanuele giaccherini
italy,Juventus,2013,fabio quagliarella
italy,Juventus,2013,gianluigi buffon
italy,Juventus,2013,giorgio chiellini
italy,Juventus,2013,kwadwo asamoah
italy,Juventus,2013,leonardo bonucci
italy,Juventus,2013,luca marrone
italy,Juventus,2013,marco storari
italy,Juventus,2013,mauricio isla
italy,Juventus,2013,nicklas bendtner
italy,Juventus,2013,paolo de ceglie
italy,Juventus,2013,paul pogba
italy,Juventus,2013,sebastian giovinco
italy,Juventus,2013,simone padoin
italy,Juventus,2013,stephan lichtsteiner
italy,Lazio,2013,abdoulay konko
italy,Lazio,2013,albano bizzarri
italy,Lazio,2013,antonio candreva
italy,Lazio,2013,cristian ledesma
italy,Lazio,2013,federico marchetti
italy,Lazio,2013,luis pedro cavanda
italy,Lazio,2013,ogenyi onazi
italy,Lazio,2013,roberto colombo
italy,Lazio,2013,sergio floccari
italy,Lazio,2013,stefano mauri
spain,Levante,2013,dariusz dudka
spain,Levante,2013,david navarro
spain,Levante,2013,kader
spain,Levante,2013,keylor navas
spain,Levante,2013,nabil el zhar
spain,Levante,2013,robert acquafresca
spain,Levante,2013,roger
france,Lille,2013,david rozehnal
france,Lille,2013,dimitri payet
france,Lille,2013,divock origi
france,Lille,2013,florent balmont
france,Lille,2013,gianni bruno
france,Lille,2013,lucas digne
france,Lille,2013,marvin martin
france,Lille,2013,mathieu debuchy
france,Lille,2013,nolan roux
france,Lille,2013,rio mavuba
france,Lille,2013,ronny rodelin
france,Lille,2013,ryan mendes
france,Lille,2013,salomon kalou
france,Lille,2013,steeve elana
france,Lorient,2013,benjamin corgnet
france,Lorient,2013,benjamin lecomte
france,Lorient,2013,gilles sunu
france,Lorient,2013,jimmy cabot
france,Lorient,2013,lamine gassama
france,Lorient,2013,mario lemina
france,Lorient,2013,mathias autret
france,Lorient,2013,mathieu coutadeur
france,Lorient,2013,mohammed abu
france,Lorient,2013,pedrinho
france,Lorient,2013,wesley lautoa
france,Lorient,2013,yann jouffre
france,Lyon,2013,alexandre lacazette
france,Lyon,2013,aly cissokho
france,Lyon,2013,anthony lopes
france,Lyon,2013,anthony martial
france,Lyon,2013,cris
france,Lyon,2013,dejan lovren
france,Lyon,2013,jimmy briand
france,Lyon,2013,jonathan ligali
france,Lyon,2013,jordan ferri
france,Lyon,2013,maxime gonalons
france,Lyon,2013,mouhamadou dabo
france,Lyon,2013,rachid ghezzal
france,Lyon,2013,samuel umtiti
france,Lyon,2013,steed malbranque
france,Lyon,2013,yassine benzia
france,Lyon,2013,yoann gourcuff
germany,Mainz,2013,chinedu ede
germany,Mainz,2013,elkin soto
germany,Mainz,2013,jan kirchhoff
germany,Mainz,2013,julian baumgartlinger
germany,Mainz,2013,loris karius
germany,Mainz,2013,marcel risse
germany,Mainz,2013,marco caligiuri
germany,Mainz,2013,niki zimling
germany,Mainz,2013,niko bungert
germany,Mainz,2013,shawn parker
germany,Mainz,2013,stefan bell
spain,Malaga,2013,duda
spain,Malaga,2013,eliseu
spain,Malaga,2013,isco
spain,Malaga,2013,juanmi
spain,Malaga,2013,lucas piazon
spain,Malaga,2013,manuel iturra
spain,Malaga,2013,nacho monreal
spain,Malaga,2013,oguchi onyewu
spain,Malaga,2013,pedro morales
spain,Malaga,2013,portillo
spain,Malaga,2013,roque santa cruz
spain,Malaga,2013,willy caballero
spain,Mallorca,2013,alan hutton
spain,Mallorca,2013,giovani dos santos
spain,Mallorca,2013,jonathan dos santos
spain,Mallorca,2013,juanmi
spain,Mallorca,2013,tomer hemed
spain,Mallorca,2013,ximo navarro
france,Marseille,2013,joey barton
france,Marseille,2013,jordan ayew
france,Marseille,2013,kassim abdallah
france,Marseille,2013,mathieu valbuena
france,Marseille,2013,modou sougou
france,Marseille,2013,morgan amalfitano
france,Marseille,2013,nicolas nkoulou
france,Marseille,2013,pierrick cros
france,Marseille,2013,rafidine abdullah
france,Marseille,2013,rod fanni
france,Marseille,2013,steve mandanda
france,Montpellier,2013,abdelhamid el kaoutari
france,Montpellier,2013,anthony mounier
france,Montpellier,2013,benjamin stambouli
france,Montpellier,2013,bryan dabo
france,Montpellier,2013,geoffrey jourdren
france,Montpellier,2013,henri bedimo
france,Montpellier,2013,hilton
france,Montpellier,2013,jamel saihi
france,Montpellier,2013,jonas martin
france,Montpellier,2013,jonathan ligali
france,Montpellier,2013,jonathan tinhan
france,Montpellier,2013,joris marveaux
france,Montpellier,2013,laurent pionnier
france,Montpellier,2013,mathieu deplagne
france,Montpellier,2013,souleymane camara
italy,Napoli,2013,alessandro gamberini
italy,Napoli,2013,antonio rosati
italy,Napoli,2013,christian maggio
italy,Napoli,2013,edinson cavani
italy,Napoli,2013,eduardo vargas
italy,Napoli,2013,goran pandev
italy,Napoli,2013,hugo campagnaro
italy,Napoli,2013,lorenzo insigne
italy,Napoli,2013,marco donadel
italy,Napoli,2013,morgan de sanctis
italy,Napoli,2013,omar el kaddouri
italy,Napoli,2013,paolo cannavaro
italy,Napoli,2013,roberto colombo
italy,Napoli,2013,rolando
italy,Napoli,2013,valon behrami
france,Nice,2013,albert rafetraniaina
france,Nice,2013,alexy bosetti
france,Nice,2013,david ospina
france,Nice,2013,didier digard
france,Nice,2013,joris delle
france,Nice,2013,kevin gomis
france,Nice,2013,lloyd palun
france,Nice,2013,luigi bruins
france,Nice,2013,neal maupay
france,Nice,2013,renato civelli
france,Nice,2013,romain genevois
france,Nice,2013,valentin eysseric
germany,Nurnberg,2013,alexander esswein
germany,Nurnberg,2013,almog cohen
germany,Nurnberg,2013,javier pinola
germany,Nurnberg,2013,markus feulner
germany,Nurnberg,2013,marvin plattenhardt
germany,Nurnberg,2013,mike frantz
germany,Nurnberg,2013,mu kanazaki
germany,Nurnberg,2013,niklas stark
germany,Nurnberg,2013,patrick rakovsky
germany,Nurnberg,2013,sebastian polter
germany,Nurnberg,2013,timm klose
germany,Nurnberg,2013,timmy simons
spain,Osasuna,2013,anthony annan
spain,Osasuna,2013,de las cuevas
spain,Osasuna,2013,emiliano armenteros
spain,Osasuna,2013,francisco silva
spain,Osasuna,2013,kike sola
spain,Osasuna,2013,maikel mesa
spain,Osasuna,2013,mubarak wakaso
spain,Osasuna,2013,nano
spain,Osasuna,2013,nino
spain,Osasuna,2013,oier
spain,Osasuna,2013,omar mascarell
spain,Osasuna,2013,roberto torres
spain,Osasuna,2013,roland lamah
spain,Osasuna,2013,unai garcia
italy,Palermo,2013,ahmed hegazy
italy,Palermo,2013,andrea mantovani
italy,Palermo,2013,edgar barreto
italy,Palermo,2013,francesco benussi
italy,Palermo,2013,massimo donati
italy,Palermo,2013,mauro boselli
italy,Palermo,2013,mauro cetto
italy,Palermo,2013,mauro formica
italy,Palermo,2013,michel morganella
italy,Palermo,2013,nicolas viola
italy,Palermo,2013,paulo dybala
italy,Palermo,2013,samir ujkani
italy,Palermo,2013,steve von bergen
france,Paris Saint-Germain,2013,alex
france,Paris Saint-Germain,2013,blaise matuidi
france,Paris Saint-Germain,2013,christophe jallet
france,Paris Saint-Germain,2013,ezequiel lavezzi
france,Paris Saint-Germain,2013,gregory van der wiel
france,Paris Saint-Germain,2013,guillaume hoarau
france,Paris Saint-Germain,2013,javier pastore
france,Paris Saint-Germain,2013,kingsley coman
france,Paris Saint-Germain,2013,mamadou sakho
france,Paris Saint-Germain,2013,marco verratti
france,Paris Saint-Germain,2013,maxwell
france,Paris Saint-Germain,2013,nicolas douchez
france,Paris Saint-Germain,2013,salvatore sirigu
france,Paris Saint-Germain,2013,sylvain armand
france,Paris Saint-Germain,2013,thiago motta
france,Paris Saint-Germain,2013,thiago silva
italy,Parma,2013,afriyie acquah
italy,Parma,2013,alberto cerri
italy,Parma,2013,aleandro rosi
italy,Parma,2013,antonio mirante
italy,Parma,2013,gabriel paletta
italy,Parma,2013,ishak belfodil
italy,Parma,2013,jonathan biabiany
italy,Parma,2013,marco marchionni
italy,Parma,2013,marco parolo
